	Log2FoldChange	Up/Down	Position	Significant
34663	-0.634097007325781	down	chr6:82980928-82983465:-	yes
34665	-0.6399323015731324	down	chr14:56364530-56374337:+	yes
34718	1.634193408234904	up	chr1:87546563-87606573:+	yes
34729	1.7221459677414022	up	chrX:150119697-150130934:-	yes
34741	-2.8573301324618976	down	chr11:99978641-99982880:-	yes
34743	1.5827606712395674	up	chr18:37607311-37610748:+	yes
34761	1.704364944810837	up	chr12:106801382-106831281:+	yes
34774	1.492918973741577	up	chr1:154655020-154684120:+	yes
34777	-0.7609236835130541	down	chr1:153418316-153569069:+	yes
34806	-1.049918835511302	down	chr11:95685813-95693454:+	yes
34823	-0.657828232986819	down	chr2:25215409-25221202:-	yes
34824	-1.297563861048535	down	chr2:25227841-25233733:+	yes
34826	3.3123309361360316	up	chr2:51992167-52194318:-	yes
34832	1.0844059974651925	up	chr5:12383166-12588943:+	yes
34861	1.1918204532041754	up	chr19:3913493-3929761:-	yes
34875	-0.8790087530145312	down	chr12:66233721-66273591:-	yes
34880	-0.5989173082491918	down	chr15:98860322-98868536:+	yes
34899	1.3169466034108055	up	chr7:111487268-111501876:-	yes
34959	-0.6366609441805301	down	chr8:107853063-107871853:-	yes
34962	2.275238477995245	up	chr17:15504318-15513836:-	yes
34976	0.6075515473174319	up	chr12:71926501-72003219:+	yes
34978	-1.4526646182005714	down	chr7:129250776-129276460:-	yes
35029	1.0680570368190936	up	chr4:53838917-53874891:+	yes
35037	-1.4387080343775382	down	chr15:8918426-8996300:+	yes
35039	-1.0525045919654874	down	chr1:58052815-58082743:+	yes
35067	0.7156836407941066	up	chr2:117937612-117952869:+	yes
35074	-1.1049783597479448	down	chr2:36085946-36107792:+	yes
35088	0.9669893094018756	up	chr7:104423960-104425825:-	yes
35106	0.6642517174437078	up	chr13:99033113-99044705:+	yes
35114	-1.1294747693808644	down	chr5:124199735-124271602:+	yes
35131	1.1069689144474562	up	chr9:50383378-50389942:+	yes
35147	0.6335503943529528	up	chr16:21649118-21694738:-	yes
35198	1.5440534472208711	up	chr9:107583833-107612806:-	yes
35199	3.766021507858346	up	chr5:96802974-97213747:+	yes
35205	2.1677761632462773	up	chr2:38787498-38819273:+	yes
35211	-0.7518846486052386	down	chr11:69375260-69393757:-	yes
35220	-1.556542397348555	down	chr19:24369284-24630362:-	yes
35232	1.3916831677885704	up	chr16:34745296-35002520:+	yes
35233	1.4788119296601683	up	chr16:36935069-36963298:+	yes
35235	-0.6348702282945288	down	chr16:34690702-34725280:+	yes
35241	2.268257238011922	up	chr3:108542576-108585214:+	yes
35250	-0.6017740352081528	down	chr3:138405159-138567397:+	yes
35254	1.160473798093419	up	chr10:80271246-80276240:-	yes
35295	4.429136722715835	up	chr2:155436948-155460043:+	yes
35299	-1.2414395927476896	down	chr19:39005405-39045541:+	yes
35308	0.7331057489708517	up	chr2:172845999-172860235:+	yes
35346	5.771489894905857	up	chr15:73525034-73537935:-	yes
35389	-0.943221647398924	down	chr9:53247254-53344845:-	yes
35399	-1.4226782906385962	down	chr10:119801213-119821392:+	yes
35402	-0.6079400086692969	down	chr19:53603599-53616921:+	yes
35422	-1.072939548646609	down	chr7:87439336-87461145:+	yes
35423	-1.0348276772897091	down	chr1:9657496-9690290:-	yes
35425	-1.2784676966017086	down	chrX:104344266-104369000:+	yes
35432	-1.3295583097612236	down	chr11:68859149-68865166:+	yes
35440	1.4856734896717332	up	chr1:17591982-17621019:+	yes
35501	-3.6336821864760958	down	chr2:69262397-69424122:-	yes
35505	-0.7856575316241662	down	chr2:84776736-84798666:+	yes
35507	1.145428394832252	up	chr7:20191566-20214787:-	yes
35510	1.0992092570374077	up	chr7:20281458-20284515:-	yes
35549	-1.136149414961248	down	chr15:102168678-102181190:-	yes
35560	1.2101754822824813	up	chr18:64688633-64820654:-	yes
35586	-1.0701306474029384	down	chr4:116832244-116855244:-	yes
35588	1.6609503525623182	up	chr11:28753204-28826743:+	yes
35597	-0.6057332810886945	down	chr7:126912193-126937572:-	yes
35610	3.3687337754468936	up	chr7:80458889-80520625:-	yes
35616	0.763625956786305	up	chr1:164147754-164155681:+	yes
35623	-0.8888254845282729	down	chr2:126964508-126969178:-	yes
35628	1.800904982603595	up	chr13:76521983-77171071:+	yes
35637	0.8938958190246693	up	chr7:30569017-30579721:+	yes
35645	-1.6630588903905306	down	chr8:77633427-77652338:+	yes
35648	-1.0889998241507757	down	chr8:77617490-77624495:+	yes
35672	1.5462206854950145	up	chr4:133638363-133650997:-	yes
35680	-0.6174219383185761	down	chr5:31505041-31522918:-	yes
35688	0.6036578498782427	up	chr16:35926597-35939237:-	yes
35696	1.130467468879794	up	chr18:37644675-37647943:+	yes
35726	-0.5941137051921758	down	chr15:96401849-96473344:-	yes
35743	3.58759914773501	up	chr14:33472954-33477192:-	yes
35751	-0.6756853998814387	down	chr2:122060485-122091076:+	yes
35805	1.2078805541854485	up	chr9:104190581-104240058:-	yes
35807	-0.6860898971635921	down	chr9:57331720-57332392:+	yes
35837	0.7851595605384349	up	chr4:98062476-98386294:+	yes
35842	3.430120347896557	up	chr2:163318054-163328348:+	yes
35858	0.6292074022830259	up	chr3:97462116-97477735:+	yes
35876	2.3187534619907524	up	chr17:48455466-48466349:+	yes
35878	-0.6807793594531534	down	chr19:18787683-18792918:+	yes
35884	-2.7928037656878923	down	chr7:148020917-148023865:+	yes
35889	4.1090573125976295	up	chr7:148084842-148086345:-	yes
35899	-1.1144626138952936	down	chr6:144942355-145024704:-	yes
35904	0.649052784609209	up	chr17:50131582-50329999:-	yes
35919	0.7202863019445497	up	chr9:7764041-7794333:+	yes
35944	0.7293797561550855	up	chr7:4986041-4990048:-	yes
35945	2.873395658283828	up	chr6:29644222-29668559:+	yes
35946	-0.9552981607353468	down	chr3:40603941-40620805:+	yes
35951	1.1291051323464836	up	chr2:145610470-145713352:+	yes
35967	-1.5195845015543168	down	chr17:27693565-27700619:+	yes
35970	-1.6916990050254097	down	chr8:123640071-123642792:+	yes
35972	-1.6271788231501851	down	chr11:112905209-113063152:-	yes
35987	-0.6021458073853242	down	chr16:90926054-90935172:-	yes
35991	-0.8355543085368154	down	chr9:72286336-72306381:+	yes
35994	-1.4127093143981193	down	chr9:69937117-69990367:-	yes
36000	0.9754563795846224	up	chr17:36166718-36169800:-	yes
36027	1.0772263246947842	up	chr3:51028369-51055566:+	yes
36041	0.740412656275422	up	chr9:75159202-75193678:+	yes
36045	0.762223650139742	up	chr6:138088837-138105276:+	yes
36078	-0.8210144771783201	down	chr11:87190147-87218456:-	yes
36090	-0.7134128042988587	down	chr18:78296830-78338858:-	yes
36100	1.6254316348013569	up	chr15:76875159-76887537:+	yes
36132	0.8495769539040849	up	chr2:163646597-163658882:+	yes
36134	-1.3091247863679163	down	chr2:158593829-158612373:+	yes
36148	-1.221963016138529	down	chr14:87055174-87541031:-	yes
36217	0.8063243169712304	up	chr8:11611583-11635754:-	yes
36277	0.9017947082330704	up	chr14:56443632-56452780:+	yes
36280	0.8404616285712904	up	chr7:4873853-4876608:+	yes
36324	0.9846672969602772	up	chr5:21049345-21081718:+	yes
36330	-1.0397557470457115	down	chr3:127256407-127320939:+	yes
36358	-1.1101941319356263	down	chr2:92439864-92455407:+	yes
36359	-0.6762372949365338	down	chr2:92755255-92796215:+	yes
36384	1.1726040591146625	up	chr18:11997729-12104136:+	yes
36388	1.7068739604838734	up	chr4:136451832-136454718:-	yes
36390	4.840592805966692	up	chr15:54242329-54297913:+	yes
36394	3.3922330091462483	up	chr15:100522244-100559807:-	yes
36396	-0.7302879544926558	down	chr7:125856066-125880538:+	yes
36416	-1.1538946375345498	down	chr4:86224759-86257959:-	yes
36429	2.7172317950084373	up	chr7:4456172-4467984:-	yes
36440	-0.5920722069397123	down	chr1:169302097-169323972:-	yes
36443	-1.2694807641684502	down	chr1:171428065-171461595:-	yes
36474	-0.7076143571025569	down	chr11:48829376-48864744:-	yes
36475	-1.2790832519219657	down	chr11:48759652-48792900:-	yes
36491	-0.7076367721921426	down	chr4:43509014-43512567:-	yes
36494	-0.6065169977874744	down	chr17:28724593-28759466:-	yes
36527	-0.7429752541002532	down	chr8:97056890-97094429:+	yes
36541	-0.9044408981768044	down	chr14:55250829-55260201:-	yes
36564	-0.9337087448555256	down	chr1:58086775-58163257:+	yes
36631	-1.5400158350973814	down	chr17:56240014-56249225:-	yes
36633	-1.4034615084744997	down	chr17:56179827-56206973:+	yes
36639	-0.7336069683703673	down	chr4:147234887-147242925:-	yes
36709	1.292028080465437	up	chr3:152125779-152331104:-	yes
36711	-1.402648358215675	down	chr11:94506310-94515278:-	yes
36724	-1.019861414687802	down	chr5:139947165-139960503:-	yes
36742	0.6395238835699206	up	chrMT:13552-14070:-	yes
36752	-1.1509451316325183	down	chr7:134171246-134185934:-	yes
36757	1.8351485025622498	up	chr7:53967368-53971046:-	yes
36827	-1.016876311326722	down	chr1:133025018-133034811:-	yes
36828	-1.431081211840532	down	chr17:25855871-25864364:-	yes
36831	-0.8692871272946231	down	chr4:132014646-132019836:-	yes
36842	3.3803482262354705	up	chr9:121693134-121701625:-	yes
36870	-0.8208324746646546	down	chr3:54532600-54539315:-	yes
36872	2.045603186575569	up	chr3:54165031-54194961:+	yes
36878	3.87880029358116	up	chr7:73984621-74297511:+	yes
36892	-1.1725471512664396	down	chr2:164881127-164898448:+	yes
36952	-0.7945165176895967	down	chr2:155782194-155824636:+	yes
36956	1.096928190486347	up	chr16:20733200-20742457:+	yes
36961	4.112840321544846	up	chr1:137949327-138016399:+	yes
36969	1.26885051350706	up	chr11:77972001-77979091:-	yes
36970	4.148629420115488	up	chr7:149684741-149701914:+	yes
36990	-1.2118763121473202	down	chr3:121948475-121972902:+	yes
36996	0.7847741054205444	up	chr7:88936961-88974317:-	yes
37004	-0.8917236631443772	down	chr3:135488243-135551536:+	yes
37028	-0.8189372452966862	down	chr1:52687549-52708763:+	yes
37036	-1.4319517462155718	down	chr1:64726445-64737233:-	yes
37047	-0.6033889423164663	down	chrX:131122688-131135664:-	yes
37049	-1.25533145657574	down	chrX:130842623-130897178:+	yes
37060	-1.7061447471828777	down	chr11:81859214-81861027:+	yes
37092	1.5518807308189806	up	chr5:93112461-93394344:+	yes
37110	-0.8955455723176057	down	chr1:90155690-90174208:-	yes
37126	3.0083154954157165	up	chr8:122190423-122212122:+	yes
37148	-1.2181721330027588	down	chr3:26996144-27052800:-	yes
37151	1.7915253296334541	up	chr3:28162136-28574780:+	yes
37160	0.9771922887841328	up	chr10:79720896-79723757:-	yes
37199	2.978359579848308	up	chr13:46597217-46745011:+	yes
37201	-0.927835877583862	down	chr13:47180144-47201589:-	yes
37205	-3.2818444338754995	down	chr9:14562644-14575474:-	yes
37218	-0.6324636787730927	down	chr19:8848844-8860907:-	yes
37258	0.8319005905280488	up	chr2:84679007-84703751:+	yes
37268	2.360597509223409	up	chr5:108870073-108877910:-	yes
37279	3.796161995807565	up	chr7:53496357-53566804:+	yes
37280	-0.6968856857782615	down	chr10:90610316-90634759:-	yes
37284	-1.2905054560489928	down	chr7:13627652-13640113:-	yes
37293	-0.904125425960318	down	chr13:12711351-12742564:-	yes
37308	2.0727474560347487	up	chrX:71002429-71017853:+	yes
37320	2.2132129611047593	up	chr4:46051807-46128904:+	yes
37322	-0.7040179012062837	down	chr5:28067207-28117879:-	yes
37330	5.096905262267531	up	chr18:44493728-44515378:+	yes
37332	1.6832113498412855	up	chr7:152486733-152495462:+	yes
37335	-1.5957556982755057	down	chr7:151774454-151937879:-	yes
37337	-0.6096115296899625	down	chr7:151763223-151768368:-	yes
37345	-1.0411932460808735	down	chr6:87930877-87955465:+	yes
37349	1.0946638639317976	up	chr14:20570479-20631009:+	yes
37350	1.3882305515026792	up	chr14:37891036-37911497:-	yes
37351	2.910355187788181	up	chr7:128226836-128306611:+	yes
37405	-0.6307070838012027	down	chr7:106683976-106755281:+	yes
37424	-0.8386615645545947	down	chr2:154885046-154900233:-	yes
37469	-0.6007283909658038	down	chr13:97694644-97720867:+	yes
37470	-3.5186799131640654	down	chr11:100107405-100110276:-	yes
37494	-0.7870477671272827	down	chr8:63369215-63386377:+	yes
37495	-1.7118843165697846	down	chr11:43588108-43714712:-	yes
37511	-1.1403093858932891	down	chr2:3373087-3392303:-	yes
37535	-0.8780122418293383	down	chr8:108227555-108231833:-	yes
37548	0.6618568610186634	up	chr9:114640321-114658461:+	yes
37553	1.5528380521267853	up	chr8:84855536-84927121:-	yes
37589	2.3033412137560982	up	chr8:107813824-107819998:-	yes
37595	1.8108929134329372	up	chr10:69903416-70021479:+	yes
37598	0.9503852258250384	up	chr1:45964915-45982439:-	yes
37601	0.8959524980573068	up	chr1:69577788-69732534:-	yes
37606	0.7769385324297571	up	chr2:60090050-60122545:-	yes
37621	inf	up	chr9:45178268-45204241:+	yes
37627	4.400726119038271	up	chr9:65112987-65128413:+	yes
37669	2.4582659954395623	up	chr6:122871866-122884637:+	yes
37670	0.9927679117568324	up	chr9:85214046-85220731:-	yes
37671	-0.6851623870132622	down	chr9:48863737-48886877:+	yes
37672	0.7133302322516117	up	chr9:48793490-48850622:+	yes
37675	-0.6864346502330371	down	chr9:119354041-119374635:+	yes
37676	-0.9400328617027772	down	chr9:83672300-83699912:-	yes
37688	1.2926886647377422	up	chr2:31805780-31828962:+	yes
37712	3.052345153062148	up	chr6:71657555-71760704:+	yes
37734	0.7934000596210719	up	chr8:26688964-26707959:-	yes
37735	2.3898130106177136	up	chr15:54577257-54585594:+	yes
37754	2.852827561613295	up	chr4:155155700-155159983:-	yes
37771	0.7899173666206857	up	chr9:107481218-107486379:+	yes
37776	0.6160435669302551	up	chr7:91733669-91755232:-	yes
37792	-1.2361458064170252	down	chr8:89996711-90049453:+	yes
37793	1.9162355630703944	up	chr11:101107342-101120860:+	yes
37816	-1.2048441264424177	down	chr5:46061161-46091783:+	yes
37854	1.6709861045981291	up	chr19:8925275-8928399:+	yes
37882	0.8315199376961221	up	chr17:27094363-27107590:+	yes
37887	1.118586708606079	up	chr5:65344345-65351287:-	yes
37913	1.1543385810626456	up	chr3:127572606-127599241:-	yes
37929	-0.9789445761901509	down	chr7:134416075-134417433:-	yes
37945	-1.2775876492343878	down	chr12:11246547-11272593:-	yes
37951	-0.7931515190419285	down	chr8:18595131-18803189:+	yes
37987	1.0314207213593234	up	chr3:88897514-88905881:-	yes
37988	3.052422045440588	up	chr2:62531471-63022344:-	yes
